evt_time,syscall_type,container_mounts,proc_args,proc_nthreads,proc_nchilds,proc_fdopencount,proc_vmsize,evt_args
01:06:20.875782742,epoll_pwait,/:/host:rw:true:rslave,,9,0,9,924620,
01:06:20.875793743,futex,/:/host:rw:true:rslave,,9,0,9,924620,addr=D61938 op=129(FUTEX_PRIVATE_FLAG) val=1
01:06:20.875809821,futex,/:/host:rw:true:rslave,,9,0,9,924620,res=1
01:06:20.875811454,accept,/:/host:rw:true:rslave,,9,0,9,924620,flags=0
01:06:20.875823544,accept,/:/host:rw:true:rslave,,9,0,10,924620,fd=9(<4t>172.19.0.4:43672->172.19.0.12:80) tuple=172.19.0.4:43672->172.19.0.12:80 queuepct=0 queuelen=0 queuemax=128
01:06:20.875828153,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.875831147,epoll_ctl,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875833772,epoll_ctl,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875834043,epoll_pwait,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875834844,getsockname,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875836026,getsockname,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875837049,epoll_pwait,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875840334,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.875842187,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875843960,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,res=0 fd=9(<4t>172.19.0.4:43672->172.19.0.12:80) level=2 optname=0 val=.... optlen=4
01:06:20.875845402,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875847987,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,res=0 fd=9(<4t>172.19.0.4:43672->172.19.0.12:80) level=1 optname=9 val=1 optlen=4
01:06:20.875848889,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875849520,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,res=0 fd=9(<4t>172.19.0.4:43672->172.19.0.12:80) level=2 optname=0 val=.... optlen=4
01:06:20.875850381,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.875851403,setsockopt,/:/host:rw:true:rslave,,9,0,10,924620,res=0 fd=9(<4t>172.19.0.4:43672->172.19.0.12:80) level=2 optname=0 val=.... optlen=4
01:06:20.875965892,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.875968703,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.876080530,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876082203,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.876245675,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=C000200148 op=129(FUTEX_PRIVATE_FLAG) val=1
01:06:20.876248230,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=1
01:06:20.876253589,accept,/:/host:rw:true:rslave,,9,0,10,924620,flags=0
01:06:20.876261764,accept,/:/host:rw:true:rslave,,9,0,10,924620,fd=-11(EAGAIN) tuple=NULL queuepct=0 queuelen=0 queuemax=128
01:06:20.876278755,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876280659,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.876361702,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876365178,epoll_pwait,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.876367812,epoll_pwait,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.876372290,epoll_pwait,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.876415510,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876417013,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.876540608,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876541991,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.876687310,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876688873,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.876807181,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876808784,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.876914088,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.876915580,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.877030368,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.877031901,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.877169117,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.877170550,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.877318938,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.877320998,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.877525840,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.877527784,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.877638175,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.877639558,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.877783648,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.877785091,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.878028471,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.878030495,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.878142579,read,/:/host:rw:true:rslave,,9,0,10,924620,fd=9(<4t>172.19.0.4:43672->172.19.0.12:80) size=4096
01:06:20.878153217,read,/:/host:rw:true:rslave,,9,0,10,924620,res=97 data=GET /login HTTP/1.1..Authorization: Basic dXNlcjpwYXNzd29yZA==..host: user..Conn
01:06:20.878376940,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.878379645,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.878446300,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=C000056D48 op=129(FUTEX_PRIVATE_FLAG) val=1
01:06:20.878450207,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=1
01:06:20.878496299,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.878497872,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.878509662,write,/:/host:rw:true:rslave,,9,0,10,924620,fd=1(<p>pipe:[40123]) size=16
01:06:20.878520211,write,/:/host:rw:true:rslave,,9,0,10,924620,res=16 data={user password}.
01:06:20.878679665,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.878685385,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=C000200548 op=129(FUTEX_PRIVATE_FLAG) val=1
01:06:20.878688130,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=1
01:06:20.878690114,read,/:/host:rw:true:rslave,,9,0,10,924620,fd=9(<4t>172.19.0.4:43672->172.19.0.12:80) size=1
01:06:20.878694301,read,/:/host:rw:true:rslave,,9,0,10,924620,res=-11(EAGAIN) data=NULL
01:06:20.878697677,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=C000056D48 op=128 val=0
01:06:20.878700772,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.878702856,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=C000200548 op=128 val=0
01:06:20.878709508,write,/:/host:rw:true:rslave,,9,0,10,924620,fd=1(<p>pipe:[40123]) size=16
01:06:20.878711872,write,/:/host:rw:true:rslave,,9,0,10,924620,res=16 data={user password}.
01:06:20.878742728,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.878744521,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.878895763,write,/:/host:rw:true:rslave,,9,0,10,924620,fd=7(<4t>172.19.0.12:43096->172.19.0.10:27017) size=146
01:06:20.878917388,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.878919201,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.878951805,write,/:/host:rw:true:rslave,,9,0,10,924620,res=146 data=....................users.$cmd.........k....find.....customers..filter......user
01:06:20.878960149,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=C000104148 op=128 val=0
01:06:20.879059678,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.879062373,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=D61938 op=128 val=0
01:06:20.880586725,epoll_pwait,/:/host:rw:true:rslave,,9,0,10,924620,
01:06:20.880595931,futex,/:/host:rw:true:rslave,,9,0,10,924620,addr=D61938 op=129(FUTEX_PRIVATE_FLAG) val=1
01:06:20.880609060,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=1
01:06:20.880610533,read,/:/host:rw:true:rslave,,9,0,10,924620,fd=7(<4t>172.19.0.12:43096->172.19.0.10:27017) size=36
01:06:20.880613688,read,/:/host:rw:true:rslave,,9,0,10,924620,res=36 data=n...................................
01:06:20.880623926,read,/:/host:rw:true:rslave,,9,0,10,924620,fd=7(<4t>172.19.0.12:43096->172.19.0.10:27017) size=4
01:06:20.880624688,read,/:/host:rw:true:rslave,,9,0,10,924620,res=4 data=J...
01:06:20.880624959,futex,/:/host:rw:true:rslave,,9,0,10,924620,res=0
01:06:20.880629016,nanosleep,/:/host:rw:true:rslave,,9,0,10,924620,interval=20000(2e-05s)
01:06:20.880630860,read,/:/host:rw:true:rslave,,9,0,10,924620,fd=7(<4t>172.19.0.12:43096->172.19.0.10:27017) size=326
01:06:20.880632152,read,/:/host:rw:true:rslave,,9,0,10,924620,res=326 data=.cursor.1....firstBatch......0......_id.W......y..0..firstName.....User..lastNam
