evt_time,syscall_type,container_mounts,proc_args,proc_nthreads,proc_nchilds,proc_fdopencount,proc_vmsize,evt_args
01:01:10.268182894,epoll_pwait,/:/host:rw:true:rslave,,10,0,9,998864,
01:01:10.268194224,futex,/:/host:rw:true:rslave,,10,0,9,998864,addr=D61938 op=129(FUTEX_PRIVATE_FLAG) val=1
01:01:10.268198893,futex,/:/host:rw:true:rslave,,10,0,9,998864,res=1
01:01:10.268199764,accept,/:/host:rw:true:rslave,,10,0,9,998864,flags=0
01:01:10.268209712,accept,/:/host:rw:true:rslave,,10,0,10,998864,fd=9(<4t>172.19.0.12:41408->172.19.0.15:80) tuple=172.19.0.12:41408->172.19.0.15:80 queuepct=0 queuelen=0 queuemax=128
01:01:10.268222695,epoll_ctl,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268225450,epoll_ctl,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268226712,getsockname,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268228144,getsockname,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268233293,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268235257,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,res=0 fd=9(<4t>172.19.0.12:41408->172.19.0.15:80) level=2 optname=0 val=.... optlen=4
01:01:10.268237150,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268239274,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,res=0 fd=9(<4t>172.19.0.12:41408->172.19.0.15:80) level=1 optname=9 val=1 optlen=4
01:01:10.268240316,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268241067,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,res=0 fd=9(<4t>172.19.0.12:41408->172.19.0.15:80) level=2 optname=0 val=.... optlen=4
01:01:10.268241979,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,
01:01:10.268242840,setsockopt,/:/host:rw:true:rslave,,10,0,10,998864,res=0 fd=9(<4t>172.19.0.12:41408->172.19.0.15:80) level=2 optname=0 val=.... optlen=4
01:01:10.268257146,futex,/:/host:rw:true:rslave,,10,0,10,998864,addr=D5F988 op=129(FUTEX_PRIVATE_FLAG) val=1
01:01:10.268259610,futex,/:/host:rw:true:rslave,,10,0,10,998864,res=1
01:01:10.268261593,accept,/:/host:rw:true:rslave,,10,0,10,998864,flags=0
01:01:10.268263326,accept,/:/host:rw:true:rslave,,10,0,10,998864,fd=-11(EAGAIN) tuple=NULL queuepct=0 queuelen=0 queuemax=128
